Артикул распродажи,Наименование,Бренд,Модель,Полная цена,Обычная цена,Цена распродажи,Скидка в %,Описание,Ссылка на товар,Изображение уцененного,Обычное изображение
425452678,Dogrular,Сушилка для белья,Avrora 17009,126.55,82.26,82.26,30,"Новая, потертости",https://www.21vek.by/drying_racks/avrora17009_dogrular.html,https://cdn21vek.by/img/galleries/845/331/sale/4183640/preview/5219907805980397739.jpg,https://cdn21vek.by/img/galleries/845/331/preview/avrora17009_dogrular_5c775b1b877ac.jpeg
425423023,Cersanit,Зеркало,Led 020 60х80 / KN-LU-LED020-60-b-Os,285.0,179.55,179.55,37,Товар новый. На  зеркале есть черные точки и скол. Нетоварный вид упаковки.,https://www.21vek.by/mirrors/led020knluled02060bos_cersanit.html,https://cdn21vek.by/img/galleries/5792/214/sale/4137794/preview/1930239490838091801.jpg,https://cdn21vek.by/img/galleries/5792/214/preview/led020knluled02060bos_cersanit_5dd9141491fd7.jpeg
425446443,Curver,Корзина для белья,Knit 03676-X64-00 / 228391,84.0,50.4,63.0,25,"Новая, потертости на ручках",https://www.21vek.by/storage_organizers/knit03676x6400_curver.html,https://cdn21vek.by/img/galleries/363/125/sale/4172514/preview/5425878512774123882.jpg,https://cdn21vek.by/img/galleries/363/125/preview/knit03676x6400_curver_5d569e4dd609c.jpeg
425463203,Curver,Корзина для белья,Knit 03676-X64-00 / 228391,84.0,50.4,50.4,40,"Новая, повреждена ручка. Без гарантии",https://www.21vek.by/storage_organizers/knit03676x6400_curver.html,https://cdn21vek.by/img/galleries/363/125/sale/4177425/preview/5896848174610370418.jpg,https://cdn21vek.by/img/galleries/363/125/preview/knit03676x6400_curver_5d569e4dd609c.jpeg
425446638,Sundays,Детская игровая палатка,378756,145.0,66.33,66.33,54,"Новая, поврежден один элемент каркаса, гарантия 14 дней",https://www.21vek.by/play_tents/378756_sundays.html,https://cdn21vek.by/img/galleries/6157/760/sale/4124857/preview/7817091934336221677.jpg,https://cdn21vek.by/img/galleries/6157/760/preview/378756_sundays_6261d476885ac.jpeg
425416308,Sonit,Матрас,Янг 160x200,689.0,324.35,324.35,53,"Новый, загрязнения на чехле. Гарантия полная.",https://www.21vek.by/mattresses/160x200_sonit_01.html,https://cdn21vek.by/img/galleries/620/336/sale/4072255/preview/2852836767336644674.jpg,https://cdn21vek.by/img/galleries/5780/320/preview/120x195_sonit_06_6218dbe8404f3.jpeg
425440383,Sonit,Матрас,Янг 160x200,689.0,324.35,359.28,48,"Новый, повреждена заводская упаковка, загрязнения на чехле",https://www.21vek.by/mattresses/160x200_sonit_01.html,https://cdn21vek.by/img/galleries/620/336/sale/4157814/preview/120429579497938678.jpg,https://cdn21vek.by/img/galleries/5780/320/preview/120x195_sonit_06_6218dbe8404f3.jpeg
425435193,Декарт,Зеркало,8Л0572,121.91,81.68,81.68,33,"Новое, неплотно прилегают детали рамы, небольшой скол на углу",https://www.21vek.by/mirrors/80572_dekart.html,https://cdn21vek.by/img/galleries/737/135/sale/4149666/preview/688328333211788291.jpg,https://cdn21vek.by/img/galleries/737/135/preview/80572_dekart_5bd2fdade8694.jpeg
423576483,Tefal,Утюг,FV2868E0,197.0,96.53,96.53,51,"Был в эксплуатации, после ремонта в сервисном центре (регулировка термостата), царапины, гарантия по 17.02.2023г.",https://www.21vek.by/irons/fv2868e0_tefal.html,https://cdn21vek.by/img/galleries/6532/743/sale/3949833/preview/7087875393843401898.jpg,https://cdn21vek.by/img/galleries/6532/743/preview/fv2868e0_tefal_609e02e08be1f.jpeg
425443553,Bon Mebel,Стол-книга,Тайга макси,485.39,305.9,305.9,37,"Новый, сколы на столешнице",https://www.21vek.by/coffee_tables/bon_mebel_0201.html,https://cdn21vek.by/img/galleries/6945/283/sale/4162924/preview/4324841522887290507.jpg,https://cdn21vek.by/img/galleries/6945/283/preview/bon_mebel_0201_6197aa5336332.jpeg
425354298,Keramika,Набор тарелок,Ege,76.94,30.97,30.97,60,"Новый, сколы на тарелках столовых глубоких, дефекты литья на тарелках столовых мелких, повреждена заводская упаковка, без гарантии.",https://www.21vek.by/tableware/ege_keramika.html,https://cdn21vek.by/img/galleries/6251/297/sale/4103039/preview/1460949355695013733.jpg,https://cdn21vek.by/img/galleries/6251/297/preview/ege_keramika_5fac0c5af0fda.jpeg
425416113,Triol,Клетка для грызунов,YD435 / 40691056,81.32,51.23,51.23,37,"Новая, нет решеток и лестниц для 2 и 3 яруса.",https://www.21vek.by/rodent_cages/yd43540691056_triol.html,https://cdn21vek.by/img/galleries/5745/302/sale/4120719/preview/245037477819606682.jpg,https://cdn21vek.by/img/galleries/5745/302/preview/yd43540691056_triol_5dbbf0f18153e.jpeg
425219578,Ballu,Масляный радиатор,BOH/CM-07WDN 1500,190.0,95.4,95.4,50,"Был в эксплуатации, после сервиса, царапины, гарантия до 27.03.2023г.",https://www.21vek.by/heaters/bohcm07wdn1500_ballu.html,https://cdn21vek.by/img/galleries/658/988/sale/4054201/preview/3400028148359911033.jpg,https://cdn21vek.by/img/galleries/658/988/preview/bohcm07wdn1500_ballu_5b9eb26bbf346.jpeg
425449583,Haylou,Беспроводные наушники,W1,149.0,96.85,96.85,35,"Были в эксплуатации, после сервисного обслуживания. Гарантия 3 месяца.",https://www.21vek.by/headphones/w1_haylou_01.html,https://cdn21vek.by/img/galleries/6849/644/sale/4179342/preview/4498922685006323484.jpg,https://cdn21vek.by/img/galleries/6849/644/preview/w1_haylou_01_61288f8d1bf19.jpeg
425421118,Comfort,Оверлок,888,600.89,486.72,486.72,19,"Новый, после сервисного обслуживания (произведена смазка узлов), царапины, загрязнения, гарантия по 12.04.2023г.",https://www.21vek.by/sewing_machines/888_comfort.html,https://cdn21vek.by/img/galleries/6042/479/sale/4131333/preview/3066295053717194070.jpg,https://cdn21vek.by/img/galleries/6042/479/preview/888_comfort_5f2d3898ef6b8.png
425421453,Comfort,Оверлок,888,600.89,486.72,486.72,19,"Был в эксплуатации, после сервисного обслуживания (произведена смазка узлов), царапины, загрязнения, гарантия по 12.04.2023г.",https://www.21vek.by/sewing_machines/888_comfort.html,https://cdn21vek.by/img/galleries/6042/479/sale/4131139/preview/8675064451345153100.jpg,https://cdn21vek.by/img/galleries/6042/479/preview/888_comfort_5f2d3898ef6b8.png
425449718,Памир,Прикроватная тумба,Беатрис,78.64,55.05,55.05,30,"Новая, нет фурнитуры",https://www.21vek.by/bedside_tables/pamir_035.html,,https://cdn21vek.by/img/galleries/6617/758/preview/pamir_035_619f3c2a0913e.jpeg
425465003,Vitesse,Терка кухонная,VS-8669,121.22,77.09,77.09,36,"Новая, в комплекте нет одной насадки (нарезка ломтиками), гарантия 14 дней.",https://www.21vek.by/food_shredders/vs8669_vitesse.html,https://cdn21vek.by/img/galleries/6540/579/sale/4193305/preview/4201681256118118978.jpg,https://cdn21vek.by/img/galleries/6540/579/preview/vs8669_vitesse_621f1870217b6.jpeg
425444903,Вихрь,Эксцентриковая шлифовальная машина,ЭШМ-125/5Э,186.0,102.3,102.3,45,"Была в эксплуатации, после сервисного обслуживания (замена эксцентрика и подшипника). Повреждена подошва, царапины, загрязнения. Гарантия до 21.01.2023г.",https://www.21vek.by/grinders/1255_vihr.html,https://cdn21vek.by/img/galleries/6459/174/sale/4167204/preview/8182225101920026542.jpg,https://cdn21vek.by/img/galleries/6459/174/preview/1255_vihr_62559106bb20c.jpeg
425357963,Electrolux,Ультразвуковой увлажнитель воздуха,EHU-3615D,398.0,238.8,238.8,40,"Был в эксплуатации, после сервиса, царапины, гарантия до 21.02.2024г.",https://www.21vek.by/humidifiers/ehu3615d_electrolux.html,https://cdn21vek.by/img/galleries/5902/542/sale/4105534/preview/188638608396697115.jpg,https://cdn21vek.by/img/galleries/5902/542/preview/ehu3615d_electrolux_5e4e3a85a6259.jpeg
425417563,Electrolux,Ультразвуковой увлажнитель воздуха,EHU-3615D,398.0,238.8,266.66,33,"Был в эксплуатации, после сервиса, царапины, гарантия до 19.09.2023г.",https://www.21vek.by/humidifiers/ehu3615d_electrolux.html,https://cdn21vek.by/img/galleries/5902/542/sale/4124548/preview/3353088827342184396.jpg,https://cdn21vek.by/img/galleries/5902/542/preview/ehu3615d_electrolux_5e4e3a85a6259.jpeg
425419963,Сокол-Мебель,Компьютерный стол,КСТ-17,748.0,471.24,471.24,37,Новый. Многочисленные сколы и потертости на деталях,https://www.21vek.by/office_desks/17_sokol_mebel_01.html,https://cdn21vek.by/img/galleries/618/915/sale/4131553/preview/6231313452498338688.jpg,https://cdn21vek.by/img/galleries/618/915/preview/17_sokol_mebel_01_5b2b74654a184.jpeg
425444163,Hill's,Корм для собак,Prescription Diet Joint Care j/d,357.95,239.99,239.99,33,Повреждена упаковка. Вес брутто 10 кг,https://www.21vek.by/animal_feeding/prescriptiondietjointcarejd_hills.html,,https://cdn21vek.by/img/galleries/555/148/preview/prescriptiondietjointcarejd_hills_5b14ec6a19eb5.jpeg
425154271,Philips,Кофемашина,EP4343/50,3509.0,1403.6,1403.6,60,"Была в эксплуатации, после сервисного обслуживания (замена прокладки мотора и воронки), трещина на крышке контейнера для кофейных зерен, царапины, загрязнения, в комплекте все что на фото, гарантия 3 месяца.",https://www.21vek.by/coffee_machines/ep434350_philips.html,https://cdn21vek.by/img/galleries/6158/515/sale/3994335/preview/380560340747935491.jpg,https://cdn21vek.by/img/galleries/6158/515/preview/ep434350_philips_5f57087b498c9.jpeg
425418453,Гамма,Тумба с умывальником,28 оФ8 - У55,344.3,185.92,185.92,46,"Некомплект, нет умывальника",https://www.21vek.by/bathroom_furniture/28855_gamma.html,,https://cdn21vek.by/img/galleries/5817/784/preview/28855_gamma_5e4198cdcf045.jpeg
423582027,Bosch,Стиральная машина,WLW24M4HOE,2870.0,2669.1,2669.1,7,"Новая, нет заводской упаковки, полная  гарантия.",https://www.21vek.by/washing_machines/wlw24m4hoe_bosch.html,https://cdn21vek.by/img/galleries/6868/918/sale/3968370/preview/5187523334694238132.jpg,https://cdn21vek.by/img/galleries/6868/918/preview/wlw24m4hoe_bosch_61419d5dc41de.jpeg
425154507,Beurer,Инфракрасный термометр,FT 90,219.3,91.85,91.85,58,"Был в эксплуатации, после сервиса, царапины, гарантия до 27.01.2023г.",https://www.21vek.by/health/ft90_beurer.html,https://cdn21vek.by/img/galleries/857/583/sale/3995171/preview/4077060252556517564.jpg,https://cdn21vek.by/img/galleries/857/583/preview/ft90_beurer_5c51808126b64.jpeg
425419243,Kaldewei,Ванна стальная,Saniform Plus 373-1 170x75 / 112600013001,1361.86,667.31,667.31,51,"Новая, скол на бортике",https://www.21vek.by/bathtubs/saniformplus3731170x75_kaldewei.html,https://cdn21vek.by/img/galleries/112/587/sale/3993314/preview/6381351031505425376.jpg,https://cdn21vek.by/img/galleries/112/587/preview/saniformplus3731170x75_kaldewei_5518e3991027b.jpeg
425466968,Arena,Велосипед,Rocky 2.0 2021,499.0,404.1,404.1,19,"Новый, сколы эмали, вмятина на багажнике,",https://www.21vek.by/bikes/rocky202021_arena.html,https://cdn21vek.by/img/galleries/6318/143/sale/4196760/preview/4602208764928198582.jpg,https://cdn21vek.by/img/galleries/6318/143/preview/rocky202021_arena_611e88f05075e.jpeg
425332573,Ballu,Масляный радиатор,BOH/CM-05WDN,150.0,90.0,90.0,40,"Был в эксплуатации, после сервиса, царапины, гарантия до 12.03.2023г.",https://www.21vek.by/heaters/bohcm05wdn_ballu.html,https://cdn21vek.by/img/galleries/689/46/sale/4073644/preview/2441800669841398837.jpg,https://cdn21vek.by/img/galleries/689/46/preview/bohcm05wdn_ballu_5b96d04cb0e56.jpeg
425447873,Gefest,Плита электрическая,5140-01,645.0,548.25,548.25,15,"Новая, вмятина на левой боковой стенке, гарантия по 25.04.2024г.",https://www.21vek.by/cookers/514001_gefest.html,https://cdn21vek.by/img/galleries/116/750/sale/4176809/preview/3941883212275121827.jpg,https://cdn21vek.by/img/galleries/116/750/preview/514001_gefest_5540d5826cae1.jpeg
425450583,Mio Tesoro,Стул,Джианна  SC-407,135.0,83.3,83.3,38,"Новый, нет фурнитуры, нет одной пластиковой накладки на ручке",https://www.21vek.by/chairs/sc407_mio_tesoro.html,https://cdn21vek.by/img/galleries/6746/173/sale/4181967/preview/4066608080118751167.jpg,https://cdn21vek.by/img/galleries/6746/173/preview/sc407_mio_tesoro_620edd21ee0de.jpeg
425468128,Евва,Комод,Венеция Т.03,210.0,96.6,96.6,54,"Новый, нет фурнитуры",https://www.21vek.by/chests_of_drawers/03_evva.html,https://cdn21vek.by/img/galleries/461/856/sale/3985692/preview/4040537349898694489.jpg,https://cdn21vek.by/img/galleries/461/856/preview/03_evva_594c0ce1e2b47.jpeg
423585975,Bosch,Электрогриль,TCG4215,499.0,339.32,339.32,32,"Был в эксплуатации, после ремонта в сервисном центре (замена панели управления), царапины, гарантия по 26.01.2023г.",https://www.21vek.by/grill/tcg4215_bosch.html,https://cdn21vek.by/img/galleries/6417/552/sale/3976132/preview/7443386109675540932.jpg,https://cdn21vek.by/img/galleries/6417/552/preview/tcg4215_bosch_6041d4fbedff7.jpeg
425182031,Седия,Стул,Romeo,100.0,38.0,54.0,46,"Новый, нет фурнитуры",https://www.21vek.by/chairs/romeo_sedija_014.html,https://cdn21vek.by/img/galleries/5765/678/sale/4009100/preview/4326909610978227217.jpg,https://cdn21vek.by/img/galleries/5765/678/preview/romeo_sedija_014_5dcb964aa5ed5.jpeg
425413738,Седия,Стул,Romeo,100.0,38.0,38.0,46,"Новый, в комплекте нет фурнитуры. Местами некачественно прошит шов. Гарантия 6 месяцев.",https://www.21vek.by/chairs/romeo_sedija_014.html,https://cdn21vek.by/img/galleries/5765/678/sale/3795426/preview/2316611684948438528.jpg,https://cdn21vek.by/img/galleries/5765/678/preview/romeo_sedija_014_5dcb964aa5ed5.jpeg
425345018,Vitek,Пылесос,VT-1899,298.0,196.68,196.68,34,"Новый, потертости, гарантия по 17.01.2023г.",https://www.21vek.by/vacuum/vt1899_vitek.html,https://cdn21vek.by/img/galleries/677/411/sale/4033941/preview/8306831907554926271.jpg,https://cdn21vek.by/img/galleries/677/411/preview/vt1899_vitek_5b96a3fe4b030.png
425418163,ПРАКТИК,Ящик для инструментов,27802204,49.89,31.43,31.43,37,Товар новый. Нетоварный вид упаковки. Отломана часть крышки (углавая часть),https://www.21vek.by/tool_storage/27802204_praktik_.html,https://cdn21vek.by/img/galleries/6087/608/sale/4127475/preview/8954200382105299230.jpg,https://cdn21vek.by/img/galleries/6087/608/preview/27802204_praktik__5f194170bfaf6.jpeg
425445543,Gefest,Плита электрическая,6570-04 0057,1969.0,1772.1,1772.1,10,"Новая, вмятина на левой боковой стенке, деформация дверце ящика для хранения посуды, повреждена заводская упаковка, полная гарантия.",https://www.21vek.by/cookers/6570040057_gefest.html,https://cdn21vek.by/img/galleries/450/501/sale/4168094/preview/7612209485486395247.jpg,https://cdn21vek.by/img/galleries/450/501/preview/6570040057_gefest_590898f0c5c22.jpeg
425443563,Eco,Поверхностный насос,GFI-13P,281.5,225.2,225.2,20,"Новый, после сервисного обслуживания (замена корпусных деталей). Мелкие царапины. Полная гарантия.",https://www.21vek.by/household_pumps/gfi13p_eco.html,https://cdn21vek.by/img/galleries/982/500/sale/4163108/preview/6446291850490968727.jpg,https://cdn21vek.by/img/galleries/982/500/preview/gfi13p_eco_5cdbfc0e0556b.jpeg
425406128,Sundays,Трехколесный велосипед с ручкой,SJ-10,335.0,217.75,217.75,35,"Новый, потертости и сколы",https://www.21vek.by/kids_bikes/sj10_sundays.html,https://cdn21vek.by/img/galleries/5658/569/sale/4106478/preview/8012869209634944688.jpg,https://cdn21vek.by/img/galleries/5658/569/preview/sj10_sundays_5dd5737606662.jpeg
425414948,Олмеко,Журнальный столик,Маджеста-2 со стеклом,230.37,145.13,145.13,37,"Новый, нет стеклянной вставки",https://www.21vek.by/coffee_tables/2_olimpe.html,,https://cdn21vek.by/img/galleries/441/921/preview/2_olimpe_58e750457e832.jpeg
425465043,Лером,Двуспальная кровать,Карина КР-1003-СЯ 160х200,1175.0,998.75,998.75,15,"Новая, незначительные сколы на царгах",https://www.21vek.by/beds/1003160200_lerom.html,https://cdn21vek.by/img/galleries/5930/118/sale/4193738/preview/2989504289599668159.jpg,https://cdn21vek.by/img/galleries/5930/118/preview/1003160200_lerom_5e7cf7e62d50d.jpeg
425435943,Saniteco,Душевая кабина,99836-A,1499.0,703.5,703.5,53,"Трещины и сколы на крыше, трещина экране поддона",https://www.21vek.by/shower_cabins/99836a_saniteco.html,https://cdn21vek.by/img/galleries/6417/624/sale/4152213/preview/8495216779201830546.jpg,https://cdn21vek.by/img/galleries/6417/624/preview/99836a_saniteco_61268b53ec0a0.jpeg
425442093,Kitfort,Пароочиститель,KT-933,568.0,426.0,426.0,25,"Был в эксплуатации, после сервисного обслуживания (ремонт ручки), царапины, загрязнения, гарантия по 23.04.2023г.",https://www.21vek.by/steam_cleaner/kt933_kitfort.html,https://cdn21vek.by/img/galleries/1012/110/sale/4160938/preview/2215943041982922844.jpg,https://cdn21vek.by/img/galleries/1012/110/preview/kt933_kitfort_6262b6a23e589.jpeg
423580387,Ника,Санки детские,Ветерок 7 Универсал / В7У/С,89.66,37.66,37.66,58,"Новые, нет спинки в комплекте. Без гарантии.",https://www.21vek.by/sleds/77_nika_017.html,https://cdn21vek.by/img/galleries/6336/388/sale/3958551/preview/1412686360055397138.jpg,https://cdn21vek.by/img/galleries/6336/388/preview/77_nika_017_600e671c96d04.jpeg
425437208,Bambini,Детская кроватка,М.01.10.11,285.0,93.56,93.56,67,"Новая, повереждена деталь 5Д, нет фурнитуры. Без гарантии",https://www.21vek.by/baby_cots/011003new_bambini_04.html,https://cdn21vek.by/img/galleries/101/346/sale/4155119/preview/1236549220367356514.jpg,https://cdn21vek.by/img/galleries/101/346/preview/011003new_bambini_04_5d302d6b57063.jpeg
425440553,Евва,Комод,Турин ТР-4S/YA-S,262.0,170.3,175.54,33,"Новый, собирался (следы сборки), мелкие сколы на деталях",https://www.21vek.by/chests_of_drawers/4syas_evva.html,https://cdn21vek.by/img/galleries/5907/712/sale/4157783/preview/5763916882226693840.jpg,https://cdn21vek.by/img/galleries/5907/712/preview/4syas_evva_5e9f1f07da1b4.jpeg
425467188,Евва,Комод,Турин ТР-4S/YA-S,262.0,170.3,170.3,33,"Новый. Собирался, сколы и потертости",https://www.21vek.by/chests_of_drawers/4syas_evva.html,https://cdn21vek.by/img/galleries/5907/712/sale/4197171/preview/4123548291979482370.jpg,https://cdn21vek.by/img/galleries/5907/712/preview/4syas_evva_5e9f1f07da1b4.jpeg
425434493,Maunfeld,Посудомоечная машина,MLP 08B,1647.0,1037.61,1037.61,37,"Была в эксплуатации, вмятины на верхнем правом торце, царапины, загрязнения, нет заводской упаковки, гарантия по 11.03.2024г.",https://www.21vek.by/dishwashers/mlp08b_maunfeld.html,https://cdn21vek.by/img/galleries/474/819/sale/4146170/preview/3249611222166431451.jpg,https://cdn21vek.by/img/galleries/474/819/preview/mlp08b_maunfeld_59ad239136d6b.jpeg
423526547,Империал,Шкаф навесной,Йорк 01 ПР,202.67,83.09,83.09,59,"Новый, некомплект, нет стеклянной вставки на фасад, нет стеклянных полок",https://www.21vek.by/cupboards/01_imperial1_01.html,https://cdn21vek.by/img/galleries/990/837/sale/3921300/preview/3824364645205081369.jpg,https://cdn21vek.by/img/galleries/990/837/preview/01_imperial1_01_5ce6717278a4a.jpeg
425220608,КомфортПром,Шкаф для газового баллона,10013071,175.0,91.0,91.0,48,"Товар новый.Царапины, потертост, сколы краски. Сильная деформация корпуса",https://www.21vek.by/sheds/10013071_komfortprom.html,https://cdn21vek.by/img/galleries/6453/242/sale/4056635/preview/8104111304286214176.jpg,https://cdn21vek.by/img/galleries/6453/242/preview/10013071_komfortprom_60ca0590c2b5a.jpeg
425445238,Территория сна,Матрас,Оптима 80x180,179.0,116.35,116.35,35,"Новый, повреждения и загрязнения на чехле",https://www.21vek.by/mattresses/80x180_territory_sna.html,https://cdn21vek.by/img/galleries/6000/368/sale/4167728/preview/2819474686283132570.jpg,https://cdn21vek.by/img/galleries/5712/94/preview/120x186_territory_sna_5da87ac999cf0.jpeg
425332373,Aresa,Отпариватель,AR-2303,399.0,259.35,259.35,35,"Был в эксплуатации, царапины, загрязнения, гарантия по 01.04.2023г.",https://www.21vek.by/garment_steamers/ar2303_aresa.html,https://cdn21vek.by/img/galleries/5855/231/sale/4073067/preview/6228976874068989822.jpg,https://cdn21vek.by/img/galleries/5855/231/preview/ar2303_aresa_61262399af89a.jpeg
425440398,Mio Tesoro,Стул,Лацио SC-026,140.0,93.8,93.8,33,"Новый, потертости на обивке, справа на сиденье дефект шва. Гарантия 3 месяца",https://www.21vek.by/chairs/sc026_mio_tesoro_016.html,https://cdn21vek.by/img/galleries/5970/640/sale/4157881/preview/6747611422870329367.jpg,https://cdn21vek.by/img/galleries/5970/640/preview/sc026_mio_tesoro_016_5f4836c2e616e.jpeg
425466898,Evgo,Стиральная машина,WS-50PET,460.0,437.0,437.0,5,"Новая, нет заводской упаковки, гарантия по 24.03.2023г.",https://www.21vek.by/washing_machines/ws50pet_evgo.html,https://cdn21vek.by/img/galleries/372/847/sale/4196050/preview/6897851251224266137.jpg,https://cdn21vek.by/img/galleries/372/847/preview/ws50pet_evgo_5cc1a3fc4fba1.jpeg
425415643,Hyundai,Электропила цепная,LXE 2420,420.98,265.22,265.22,37,"Товар был в эксплуатации, после сервисного обслуживания. Потёртости, царапины.  Гарантия 6 месяцев",https://www.21vek.by/chainsaws/lxe2420_hyundai.html,https://cdn21vek.by/img/galleries/6575/932/sale/4120311/preview/2903897571757348425.jpg,https://cdn21vek.by/img/galleries/6575/932/preview/lxe2420_hyundai_60ccb24b46145.jpeg
425434998,Santek,Умывальник,Миранда 70,157.15,99.0,99.0,37,Товар новый. Нетоварный вид упаковки. Дефект литья,https://www.21vek.by/washbasins/701wh302250_santek.html,https://cdn21vek.by/img/galleries/1139/758/sale/4148788/preview/415539851908719636.jpg,https://cdn21vek.by/img/galleries/1139/758/preview/701wh302250_santek_5d68da2ad9122.jpeg
425434743,Luminarc,Набор тарелок,Ammonite White P9101,88.0,61.6,63.36,28,"Новый, скол на одно столовой глубокой тарелке, трещина на одном блюдце, без гарантии.",https://www.21vek.by/tableware/ammonitewhitep9101_luminarc.html,https://cdn21vek.by/img/galleries/5804/748/sale/4147832/preview/7486177424505918077.jpg,https://cdn21vek.by/img/galleries/5804/748/preview/ammonitewhitep9101_luminarc_5e18764db07e6.jpeg
425446273,Luminarc,Набор тарелок,Ammonite White P9101,88.0,61.6,61.6,28,"Новый, скол на одной мелкой столовой тарелке, в комплекте нет четырех столовых глубоких тарелок, без гарантии.",https://www.21vek.by/tableware/ammonitewhitep9101_luminarc.html,https://cdn21vek.by/img/galleries/5804/748/sale/4172090/preview/8396858747607870731.jpg,https://cdn21vek.by/img/galleries/5804/748/preview/ammonitewhitep9101_luminarc_5e18764db07e6.jpeg
425467333,Ritmix,Цифровая антенна для тв,RTA-333-36 AVS,58.48,40.94,40.94,30,"Новая, погнута деталь, царапины, комплект на фото. Полная гарантия.",https://www.21vek.by/tv_antennas/rta33336avs_ritmix.html,https://cdn21vek.by/img/galleries/6546/365/sale/4198006/preview/4666507447798776290.jpg,https://cdn21vek.by/img/galleries/6546/365/preview/rta33336avs_ritmix_60a616f895943.jpeg
425448368,Kitfort,Пароочиститель,KT-9104-2,332.0,298.8,298.8,10,"Новый, царапины на корпусе, полная гарантия.",https://www.21vek.by/steam_cleaner/kt91042_kitfort.html,https://cdn21vek.by/img/galleries/7258/55/sale/4177423/preview/1701293317505015438.jpg,https://cdn21vek.by/img/galleries/7258/55/preview/kt91042_kitfort_620a51fce7cc8.jpeg
423576347,Иволанд Трейд,Стенка,№3,1278.42,703.13,703.13,45,"Новая, в комплекте нет зеркал",https://www.21vek.by/cupboards/3_ivoland_trejd.html,,https://cdn21vek.by/img/galleries/449/214/preview/3_ivoland_trejd_5b97674d8bd7b.jpeg
425445613,Gorenje,Холодильник с морозильником,NRK6201ES4,2515.0,1196.37,1196.37,52,"Был в эксплуатации, после сервисного обслуживания, вмятины и царапины на боковых стенках, нет заводской упаковки, гарантия по 05.01.2024г.",https://www.21vek.by/refrigerators/nrk6201es4_gorenje.html,https://cdn21vek.by/img/galleries/6411/889/sale/4140898/preview/1982444746593456641.jpg,https://cdn21vek.by/img/galleries/6411/889/preview/nrk6201es4_gorenje_60b08e5907336.jpeg
425468198,Gorenje,Холодильник с морозильником,NRK6201ES4,2515.0,1196.37,1253.34,50,"Новый, вмятина на правом торце верхней двери, повреждена заводская упаковка, полная гарантия.",https://www.21vek.by/refrigerators/nrk6201es4_gorenje.html,https://cdn21vek.by/img/galleries/6411/889/sale/3965694/preview/586587338522192815.jpg,https://cdn21vek.by/img/galleries/6411/889/preview/nrk6201es4_gorenje_60b08e5907336.jpeg
425435033,Galaxy,Утюг,GL 6102,75.0,40.5,40.5,46,"Был в эксплуатации, после сервисного обслуживания (восстановление подачи пара), царапины, загрязнения, гарантия по 19.04.2023г.",https://www.21vek.by/irons/gl6102_galaxy.html,https://cdn21vek.by/img/galleries/562/54/sale/4149028/preview/652472468413454138.jpg,https://cdn21vek.by/img/galleries/562/54/preview/gl6102_galaxy_5adf2ce71836f.jpeg
425206355,SV-мебель,Стенка,Гамма 15 Д,1423.0,868.03,868.03,39,"Новая, нет стекляных створок. Гарантия полная.",https://www.21vek.by/cupboards/15_sv_mebel_027.html,https://cdn21vek.by/img/galleries/6685/707/sale/4034363/preview/4468265360194587181.jpg,https://cdn21vek.by/img/galleries/6685/707/preview/15_sv_mebel_027_6107ac5fa7d8e.jpeg
425407333,Grand Meyer,Терморегулятор для теплого пола,HW700,117.0,67.86,67.86,42,"Был в эксплуатации, после сервиса, царапины, гарантия до 31.01.2023г.",https://www.21vek.by/heated_floor_accessories/hw700_grand_meyer.html,https://cdn21vek.by/img/galleries/6214/355/sale/4073584/preview/297414335870213982.jpg,https://cdn21vek.by/img/galleries/6214/355/preview/hw700_grand_meyer_5f9ab433ecd7d.jpeg
425436023,Солнышко,Аппарат светотерапии,Ультрафиолетовый для местного облучения / ОУФб-04,118.12,74.42,74.42,37,"Был в эксплуатации, после сервиса, царапины, гарантия 6 месяцев.",https://www.21vek.by/physiotherapy/04_solnyshko.html,https://cdn21vek.by/img/galleries/6874/695/sale/4152550/preview/4767951793206776836.jpg,https://cdn21vek.by/img/galleries/6874/695/preview/04_solnyshko_6228786993eaf.jpeg
425422398,Евва,Комод,Турин ТР-4S/V,262.0,188.64,188.64,28,"Новый, многочисленные сколы по углам деталей",https://www.21vek.by/chests_of_drawers/4sv_evva.html,https://cdn21vek.by/img/galleries/5907/714/sale/4134812/preview/7877215900875917812.jpg,https://cdn21vek.by/img/galleries/5907/714/preview/4sv_evva_5e9f1fa649fd8.jpeg
425441363,Samsung,Холодильник с морозильником,RB37A5000WW/WT,1999.0,1199.4,1199.4,40,"Был в эксплуатации, вмятины на дверцах, царапины на боковых стенках, загрязнения, повреждена заводская упаковка, гарантия по 06.03.2024г.",https://www.21vek.by/refrigerators/rb37a5000wwwt_samsung.html,https://cdn21vek.by/img/galleries/6230/715/sale/4056370/preview/3390009981140685838.jpg,https://cdn21vek.by/img/galleries/6230/715/preview/rb37a5000wwwt_samsung_5fc4baa06fece.jpeg
425154975,Kaldewei,Ванна стальная,Saniform Plus 362-1 160x70,899.48,440.75,440.75,51,Небольшие сколы,https://www.21vek.by/bathtubs/kaldewei_saniformplus3621.html,https://cdn21vek.by/img/galleries/61/893/sale/3995913/preview/7478671122747971394.jpg,https://cdn21vek.by/img/galleries/61/893/preview/kaldewei_saniformplus3621_52f24cd8a898b.jpeg
